time, current_loop, loop_latency, logic_execution_time, tank_input_valve_status(0), tank_input_valve_mode(1), tank_level_value(2), tank_level_min(3), tank_level_max(4), tank_output_valve_status(5), tank_output_valve_mode(6), tank_output_flow_value(7), 
2023-11-29 17:36:25.821239, 1701275785800, 1, 16, 0.0, 3.0, 6.883333333333145, 3.0, 7.0, 0.0, 3.0, 0.0, 
2023-11-29 17:36:26.021789, 1701275786000, 0, 12, 0.0, 3.0, 6.883333333333145, 3.0, 7.0, 0.0, 3.0, 0.0, 
2023-11-29 17:36:26.250497, 1701275786200, 0, 42, 0.0, 3.0, 6.883333333333145, 3.0, 7.0, 0.0, 3.0, 0.0, 
2023-11-29 17:36:26.439863, 1701275786400, 1, 26, 0.0, 3.0, 6.883333333333145, 3.0, 7.0, 0.0, 3.0, 0.0, 
2023-11-29 17:36:26.637890, 1701275786600, 1, 23, 0.0, 3.0, 6.883333333333145, 3.0, 7.0, 1.0, 3.0, 0.0, 
2023-11-29 17:36:26.819096, 1701275786800, 1, 6, 0.0, 3.0, 6.879999999999811, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:27.062912, 1701275787000, 2, 13, 0.0, 3.0, 6.869999999999809, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:27.251859, 1701275787200, 0, 11, 0.0, 3.0, 6.863333333333141, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:27.447848, 1701275787400, 2, 12, 0.0, 3.0, 6.856666666666474, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:27.620978, 1701275787600, 0, 11, 0.0, 3.0, 6.85333333333314, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:27.834861, 1701275787800, 1, 15, 0.0, 3.0, 6.843333333333138, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:28.026160, 1701275788000, 1, 6, 0.0, 3.0, 6.8399999999998045, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:28.209150, 1701275788200, 1, 6, 0.0, 3.0, 6.829999999999803, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:28.413468, 1701275788400, 0, 12, 0.0, 3.0, 6.823333333333135, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:28.646900, 1701275788600, 1, 19, 0.0, 3.0, 6.8166666666664675, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:28.821534, 1701275788800, 6, 5, 0.0, 3.0, 6.813333333333134, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:29.081416, 1701275789000, 1, 24, 0.0, 3.0, 6.803333333333132, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:29.208547, 1701275789200, 0, 5, 0.0, 3.0, 6.799999999999798, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:29.425371, 1701275789400, 1, 11, 0.0, 3.0, 6.789999999999797, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:29.638136, 1701275789600, 1, 18, 0.0, 3.0, 6.783333333333129, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:29.812342, 1701275789800, 1, 6, 0.0, 3.0, 6.776666666666461, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:30.029711, 1701275790000, 2, 11, 0.0, 3.0, 6.7699999999997935, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:30.214553, 1701275790200, 1, 10, 0.0, 3.0, 6.76666666666646, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:30.422548, 1701275790400, 0, 7, 0.0, 3.0, 6.759999999999792, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:30.635650, 1701275790600, 0, 9, 0.0, 3.0, 6.753333333333124, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:30.815717, 1701275790800, 3, 9, 0.0, 3.0, 6.743333333333123, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:31.062325, 1701275791000, 3, 32, 0.0, 3.0, 6.736666666666455, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:31.244728, 1701275791200, 1, 16, 0.0, 3.0, 6.729999999999787, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:31.415760, 1701275791400, 1, 12, 0.0, 3.0, 6.7233333333331196, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:31.645660, 1701275791600, 0, 9, 0.0, 3.0, 6.716666666666452, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:31.854198, 1701275791800, 1, 15, 0.0, 3.0, 6.709999999999784, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:32.060741, 1701275792000, 1, 15, 0.0, 3.0, 6.703333333333116, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:32.239999, 1701275792200, 5, 26, 0.0, 3.0, 6.696666666666449, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:32.424401, 1701275792400, 1, 4, 0.0, 3.0, 6.689999999999781, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:32.623287, 1701275792600, 1, 10, 0.0, 3.0, 6.683333333333113, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:32.816457, 1701275792800, 0, 3, 0.0, 3.0, 6.676666666666446, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:33.019393, 1701275793000, 0, 15, 0.0, 3.0, 6.669999999999778, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:33.211142, 1701275793200, 1, 9, 0.0, 3.0, 6.66333333333311, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:33.416489, 1701275793400, 0, 12, 0.0, 3.0, 6.6566666666664425, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:33.625764, 1701275793600, 0, 4, 0.0, 3.0, 6.649999999999775, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:33.827599, 1701275793800, 1, 14, 0.0, 3.0, 6.646666666666441, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:34.032068, 1701275794000, 0, 28, 0.0, 3.0, 6.636666666666439, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:34.230387, 1701275794200, 2, 26, 0.0, 3.0, 6.629999999999772, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:34.412396, 1701275794400, 0, 11, 0.0, 3.0, 6.623333333333104, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:34.610775, 1701275794600, 0, 5, 0.0, 3.0, 6.616666666666436, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:34.821291, 1701275794800, 1, 1, 0.0, 3.0, 6.6099999999997685, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:35.024703, 1701275795000, 1, 16, 0.0, 3.0, 6.603333333333101, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:35.213695, 1701275795200, 0, 4, 0.0, 3.0, 6.599999999999767, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:35.410916, 1701275795400, 0, 5, 0.0, 3.0, 6.593333333333099, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:35.607178, 1701275795600, 0, 2, 0.0, 3.0, 6.5866666666664315, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:35.826102, 1701275795800, 1, 4, 0.0, 3.0, 6.57666666666643, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:36.052553, 1701275796000, 7, 24, 0.0, 3.0, 6.569999999999762, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:36.255168, 1701275796200, 2, 49, 0.0, 3.0, 6.5633333333330945, 3.0, 7.0, 1.0, 3.0, 0.0001, 
2023-11-29 17:36:36.426044, 1701275796400, 2, 22, 0.0, 3.0, 6.559999999999761, 3.0, 7.0, 1.0, 3.0, 0.0001, 
